source_serial,institute_code,institution_label,source_name_address_excerpt,state_ut,source_page,source_y_top_pt,listing_scope
682,RJ214,Shyam Sarovar College of Education Run by Sent Johns English Academy Society) Nadbai,"Shyam Sarovar College of Education | Run by Sent Johns English Academy Society) Nadbai, District | – Bharatpur, Rajasthan",Rajasthan,71,473.39,listed_in_2026-02-04_register; current_activity_not_assessed
683,RJ215,Composite Regional Centre for Skill Development,"Composite Regional Centre for Skill Development, | Rehabilitation & Empowerment of Persons with | Disabilities (Divyangjan)- Jaipur, Under the | Administrative control of PDUNIPPD New Delhi, DEPwD | (Divyangjan), M/oSJE, Govt. of India | Samajik Nyay Sankul, Jamdoli, Near ICFAI University, Jaipur - | 302031",Rajasthan,71,517.31,listed_in_2026-02-04_register; current_activity_not_assessed
684,RJ216,Tantia University Sri Ganganagar,"Tantia University | Sri Ganganagar, Rajsthan -335002 | Department of Audiology and Speech Language Pathology, | Tantia University, | Hanumangarh Road, RIICO, Sri Gaganagar Rajasthan - | 335002",Rajasthan,71,608.99,listed_in_2026-02-04_register; current_activity_not_assessed
685,RJ217,Saraswati Teacher Training College,"Saraswati Teacher Training College, | Sardarshahar, Churu, Rajasthan – 331403",Rajasthan,71,678.59,listed_in_2026-02-04_register; current_activity_not_assessed
686,RJ218,Shiv Vidya Mandir Near Near Sindhi Mohala,"Shiv Vidya Mandir Near | Near Sindhi Mohala, Shri Vijaynagar Anupgarh, Ganganagar, | Rajasthan – 335704",Rajasthan,71,714.23,listed_in_2026-02-04_register; current_activity_not_assessed
687,RJ219,Tagore Public Isitep College Plot No. 06,"Tagore Public Isitep College | Plot No. 06, Abohar By-Pass Road Hanumangarh Junction, | Hanumangarh, Rajasthan-335512",Rajasthan,71,757.19,listed_in_2026-02-04_register; current_activity_not_assessed
688,RJ220,M.B.D. Memorial College Tilak Nagar,"M.B.D. Memorial College | Tilak Nagar, Bikaner Rajasthan-334001",Rajasthan,72,81.23,listed_in_2026-02-04_register; current_activity_not_assessed
689,RJ221,Nehru Special Teacher Training College Churu Rajasthan Babosa Murti Ke Pass Near Career College,"Nehru Special Teacher Training College Churu Rajasthan | Babosa Murti Ke Pass Near Career College, Churu, | Rajasthan – 331001",Rajasthan,72,112.67,listed_in_2026-02-04_register; current_activity_not_assessed
690,RJ222,Bhagwani Devi Divyang Isitep College Karni Coach Udairamsar,"Bhagwani Devi Divyang Isitep College Karni Coach | Udairamsar, Bikaner, Rajasthan- 334402",Rajasthan,72,160.79,listed_in_2026-02-04_register; current_activity_not_assessed
691,RJ223,New Indian Special Teacher Training College VPO- Dundpd,"New Indian Special Teacher Training College | VPO- Dundpd, Teh- Nawalgarh, | Dist- Jhunjhunu, Rajasthan – 333702",Rajasthan,72,200.03,listed_in_2026-02-04_register; current_activity_not_assessed
692,RJ224,Deep Foundation and Special T.T. College Jodhpur 124 Ashapurna Nagar Opp. D.P.S. Pal Road,"Deep Foundation and Special | T.T. College Jodhpur 124 Ashapurna Nagar Opp. D.P.S. Pal | Road, Jodhpur Rajasthan – 342010 | Mobi. No.",Rajasthan,72,241.43,listed_in_2026-02-04_register; current_activity_not_assessed
693,RJ225,KISHAN JAN KALYAN SHIKSHAN SANSTHAN,"KISHAN JAN KALYAN SHIKSHAN SANSTHAN, | NAHAR ROAD PAOTA TEH.- PAOTA DISTT.-KOTPUTLI- | BEHROR RAJ. 303106, JAIPUR, RAJASTHAN-303106",Rajasthan,72,286.43,listed_in_2026-02-04_register; current_activity_not_assessed
694,RJ226,S.S SPECIAL TEACHER TRAINING COLLEGE,"S.S SPECIAL TEACHER TRAINING COLLEGE, Baldev | Nagar Barmer, BARMER, RAJASTHAN-344001",Rajasthan,72,338.87,listed_in_2026-02-04_register; current_activity_not_assessed
695,RJ227,SHEKHAWATI SHIKSHAN SANSTHAN DIVYANG ISITEP COLLEGE TEHANDESAR BIDASAR,"SHEKHAWATI SHIKSHAN SANSTHAN DIVYANG ISITEP | COLLEGE | TEHANDESAR BIDASAR, SH. 20 ,NOKHA ROAD | TEHANDESAR, AIDANPURA, GRAM - TEHANDESAR , | TEHASIL- BIDASAR, CHURU, RAJASTHAN-331517",Rajasthan,72,382.79,listed_in_2026-02-04_register; current_activity_not_assessed
696,RJ228,Sharda Special Education College Peeplu,"Sharda Special Education College | Peeplu, vpt peeplu dist tonk rajasthan 304801, TONK, | RAJASTHAN-304801",Rajasthan,72,443.39,listed_in_2026-02-04_register; current_activity_not_assessed
697,RJ229,MARUBHUMI TEACHER TRAINING COLLEGE,"MARUBHUMI TEACHER TRAINING COLLEGE, | Sardarshahar , Churu, Rajasthan, CHURU, RAJASTHAN- | 331403",Rajasthan,72,485.27,listed_in_2026-02-04_register; current_activity_not_assessed
698,RJ230,Dhattarwal College of Education,"Dhattarwal College of Education, | VPO-Lamba Via Bagar, JHUNJHUNU, RAJASTHAN-333023",Rajasthan,72,527.15,listed_in_2026-02-04_register; current_activity_not_assessed
699,RJ231,Health Welfare Sansthan,"Health Welfare Sansthan, | boranada doli road jodhpur, JODHPUR, RAJASTHAN- | 342001",Rajasthan,72,569.03,listed_in_2026-02-04_register; current_activity_not_assessed
700,RJ232,SARSWATI SPECIAL TEACHER TRANING COLLEGE JHALRAPATAN,"SARSWATI SPECIAL TEACHER TRANING COLLEGE | JHALRAPATAN, IMLI GATE JHALRAPATAN JHALAWAR, | JHALAWAR, RAJASTHAN-326023",Rajasthan,72,610.91,listed_in_2026-02-04_register; current_activity_not_assessed
701,RJ233,KESHAV SPECIAL TEACHER TRAINING CENTER,"KESHAV SPECIAL TEACHER TRAINING CENTER, | RAMNAGARIYA JAGATPURA, JAIPUR, RAJASTHAN- | 302012",Rajasthan,72,652.79,listed_in_2026-02-04_register; current_activity_not_assessed
702,RJ234,Society for Education for Differently Abled -SEDA,"Society for Education for Differently Abled -SEDA, | 346/25, OTC Scheme, UDAIPUR, RAJASTHAN-313001",Rajasthan,72,694.67,listed_in_2026-02-04_register; current_activity_not_assessed
703,RJ235,NARAYAN JAN KALYAN SEWA SANSTHAN,"NARAYAN JAN KALYAN SEWA SANSTHAN, | GRAM NAHARIYA KA BAS , CHAKSU JAIPUR, JAIPUR, | RAJASTHAN-303903",Rajasthan,72,744.35,listed_in_2026-02-04_register; current_activity_not_assessed
704,RJ236,SHREE KRISHNA SPECIAL COLLEGE DEH,"SHREE KRISHNA SPECIAL COLLEGE DEH, | Kunjal Mata Mandir K Pass Deh, | NAGAUR, RAJASTHAN-341022",Rajasthan,73,81.23,listed_in_2026-02-04_register; current_activity_not_assessed
705,RJ237,JAI MINESH ADIVASI UNIVERSITY (All India Shree Meena Social and Educational Society) In front of IIIT,"JAI MINESH ADIVASI UNIVERSITY | (All India Shree Meena Social and Educational Society) | In front of IIIT, Ranpur, | KOTA, RAJASTHAN-325003",Rajasthan,73,130.91,listed_in_2026-02-04_register; current_activity_not_assessed
706,RJ238,SHAKTI SARASWATI SPECIAL TEACHER TRAINING COLLEGE (run by Adarsh Vidyaniketan Sansthan) Training College Sardarshahar,"SHAKTI SARASWATI SPECIAL TEACHER TRAINING | COLLEGE | (run by Adarsh Vidyaniketan Sansthan) | Training College Sardarshahar, | Churu, Rajasthan-331403",Rajasthan,73,275.51,listed_in_2026-02-04_register; current_activity_not_assessed
707,RJ239,SUBODH SIKSHAN SANSTHAN Special ISITEP College KANUTA,"SUBODH SIKSHAN SANSTHAN Special ISITEP College | KANUTA, CHURU, RAJASTHAN - 331507",Rajasthan,73,336.23,listed_in_2026-02-04_register; current_activity_not_assessed
708,RJ240,GRAMOTTHAN SPECIAL TEACHER TRAINING COLLEGE,"GRAMOTTHAN SPECIAL TEACHER TRAINING COLLEGE, | PARIHARA, CHURU, POWER HOUSE KE PASS, MEGA | HIGHWAY, VPO - PARIHARA, | TEH. - RATANGARH, DIST. -CHURU, RAJASTHAN-331505",Rajasthan,73,393.23,listed_in_2026-02-04_register; current_activity_not_assessed
709,RJ241,K D SPECIAL EDUCATION COLLEGE,"K D SPECIAL EDUCATION COLLEGE, | (run by DREAM BOAT SOCIETY ( SHAHIBA IRFAN HASINI | FOUNDATION)) | C SCHEME NERA K D COLLEGE CHAKSU JAIPUR, | JAIPUR, RAJASTHAN-303901",Rajasthan,73,463.19,listed_in_2026-02-04_register; current_activity_not_assessed
710,SK001,Sikkim Alpine University,"Sikkim Alpine University, | South Sikkim, Sikkim-737126",Sikkim,73,537.83,listed_in_2026-02-04_register; current_activity_not_assessed
711,SK002,Composite Regional Centre for Skill Development,"Composite Regional Centre for Skill Development, | Rehabilitation & Empowerment of Persons with | Disabilities (CRC-Sikkim), Under the administrative | control of NILD, Kolkata), DEPwD (Divyangjan), MSJ&E | Govt. of India | Assam Lingzey, P.S. Pakyong, Sikkim – 737135",Sikkim,73,582.23,listed_in_2026-02-04_register; current_activity_not_assessed
712,SK003,Medhavi Skill University (Sikkim) Topakhani,"Medhavi Skill University (Sikkim) | Topakhani, Lower Chisopani, PO- Singtam Bazar, Gantok | Sikkim – 737134",Sikkim,73,652.91,listed_in_2026-02-04_register; current_activity_not_assessed
713,SK004,Pannadhay University,"Pannadhay University, | Department of Special Education | Salghari Zoom, Gangtok, Sikkim – 737126",Sikkim,73,687.35,listed_in_2026-02-04_register; current_activity_not_assessed
714,TN001,SCHIEFFELIN INSTITUTE OF HEALTH RESEARCH AND LEPROSY CENTRE,"SCHIEFFELIN INSTITUTE OF HEALTH RESEARCH AND | LEPROSY CENTRE, | SLRS P.O. KARIGIRI, VELLORE, TAMIL NADU-632106",Tamil Nadu,73,735.59,listed_in_2026-02-04_register; current_activity_not_assessed
715,TN002,Faculty of Disability Management and Special Education,"Faculty of Disability Management and Special Education, | Ramakrishna Mission Vivekananda University (RKMVU), | SRKV Post, IHRDC Campus, Ramakrishna Mission",Tamil Nadu,73,785.75,listed_in_2026-02-04_register; current_activity_not_assessed
716,TN004,The Clarke School for the Deaf,"The Clarke School for the Deaf, “Sadhna”, No.3, | 3rd Street, Dr. Radhakrishna Road, Mylapore, | Chennai – 600004",Tamil Nadu,74,716.87,listed_in_2026-02-04_register; current_activity_not_assessed
717,TN006,Spastic Society of Tamil Nadu,"Spastic Society of Tamil Nadu, | Opp. T.T.T.I., Taramani Road, Chennai – 600 113",Tamil Nadu,74,781.31,listed_in_2026-02-04_register; current_activity_not_assessed
718,TN008,Bala Vihar Training School,"Bala Vihar Training School, | Halls Road, Kilpauk Garden, Chennai – 10",Tamil Nadu,75,125.63,listed_in_2026-02-04_register; current_activity_not_assessed
719,TN011,S.B.T. College of Special Education Anbagam extension,"S.B.T. College of Special Education | Anbagam extension, Dr. M.A. Thangaraj Compound, D.R.O. | Colony, Madurai, Tamilnadu – 625007",Tamil Nadu,75,185.75,listed_in_2026-02-04_register; current_activity_not_assessed
720,TN012,Holy Cross College,"Holy Cross College, | Department of Rehabilitation Science & Special Education, | Teppakulam Post, Tiruchirapalli, Tamilnadu – 620002",Tamil Nadu,75,308.03,listed_in_2026-02-04_register; current_activity_not_assessed
721,TN013,Christian Medical College,"Christian Medical College, (CMC) | P.O. Thorapudi, Bagayam, | District – Vellore, Tamilnadu – 632002",Tamil Nadu,75,515.03,listed_in_2026-02-04_register; current_activity_not_assessed
722,TN014,Avinashlingam Institute for Home Science & Higher Education for Women,"Avinashlingam Institute for Home Science & Higher | Education for Women, | Faculty of Education, Department of Special Education, | Campus 2, Veerapalyen, Coimbatore-641 043",Tamil Nadu,75,627.35,listed_in_2026-02-04_register; current_activity_not_assessed
723,TN015,Sri Ramachandra Institute of Higher Educaiton and Research (Deemed to be University) Dept. of Clinical Psychology,"Sri Ramachandra Institute of Higher Educaiton and | Research (Deemed to be University) | Dept. of Clinical Psychology, Sri Ramchandra Faculty of | Behavioural and Social Sciences, Sri Ramchandra Institue of | Higher Educaiton and Research (Deemed University), | Porur,Chennai – 600 116",Tamil Nadu,76,163.91,listed_in_2026-02-04_register; current_activity_not_assessed
724,TN017,Bala Vidyalaya Institute for Teachers Training,"Bala Vidyalaya Institute for Teachers Training , 18, 1st | Cross Street, Shastri Nagar, Chennai- 600020",Tamil Nadu,76,348.95,listed_in_2026-02-04_register; current_activity_not_assessed
725,TN018,Vijay Human Services,"Vijay Human Services, #4, Lakshmipuram, 3rd Street, | Royapettah, Chennai-14",Tamil Nadu,76,391.31,listed_in_2026-02-04_register; current_activity_not_assessed
726,TN020,N.K.T National College of Education for Women,"N.K.T National College of Education for Women, | 21, Dr. Besant Road, Triplicane, Madras – 600 005 | /",Tamil Nadu,76,435.71,listed_in_2026-02-04_register; current_activity_not_assessed
727,TN021,Mrs. Ann Fischer Memorial Training Institute for Special Education,"Mrs. Ann Fischer Memorial Training Institute for Special | Education, (A Unit of Ecomwel | Orthopaedic Centre), 5.5/44.1, Ecomwel Campus, Near R.C. | Church, Tharamangalam P.O. Salem, Dist. – 636502 P.O., | Salem Dist-636 502, | Tamilnadu /",Tamil Nadu,76,495.83,listed_in_2026-02-04_register; current_activity_not_assessed
728,TN023,National Institute for Empowerment of Persons with Multiple Disabilities,"National Institute for Empowerment of Persons with | Multiple Disabilities, | East Coast, Muttukadu, Kancheepuram Dist., Kovalam Post, | Tamilnadu – 603112.",Tamil Nadu,76,578.51,listed_in_2026-02-04_register; current_activity_not_assessed
729,TN024,Vidya Sagar (Formerly,"Vidya Sagar (Formerly, The Spastic Society of | India, Chennai) | No. 1 Ranjith Road, Kotturpuram | Chennai – 600085/",Tamil Nadu,77,393.71,listed_in_2026-02-04_register; current_activity_not_assessed
730,TN025,National Institute for the Visually Handicapped,"National Institute for the Visually Handicapped, Regional | Centre, 522, Trunk Road, Poonamallee, Chennai – 600056",Tamil Nadu,77,461.15,listed_in_2026-02-04_register; current_activity_not_assessed
731,TN027,SRM Medical College Hospital & Research Centre,"SRM Medical College Hospital & Research Centre, SRM | Deemed University, SRM Nagar, Potheri, Kattankulathur Post, | Chengalpattu Dist., Tamilnadu-603 203",Tamil Nadu,77,554.75,listed_in_2026-02-04_register; current_activity_not_assessed
732,TN028,Indira Gandhi College of Special Education (Mary Kanagam Memorial Educational Trust) Holy Cross Campus,"Indira Gandhi College of Special Education (Mary | Kanagam Memorial Educational Trust) Holy Cross Campus, | Thadagam Road Kanuvai, Coimbatore, Tamilnadu -641108.",Tamil Nadu,77,738.11,listed_in_2026-02-04_register; current_activity_not_assessed
733,TN032,Madras ENT Research Foundation Charitable Trust MERF Institute of Speech & Hearing (A Unit of Madras ENT Research Foundation (P). Ltd.),"Madras ENT Research Foundation Charitable Trust MERF | Institute of Speech & Hearing (A Unit of Madras ENT | Research Foundation (P). Ltd.)No. 1, 1st Cross Street, Off II | Main Road, Raja Annamalaipuram, Chennai – 600028",Tamil Nadu,78,81.23,listed_in_2026-02-04_register; current_activity_not_assessed
734,TN037,School of prosthetics & Orthotics,"School of prosthetics & Orthotics, Govt. Institute of | Rehabilitation Medicine, | K.K. Nagar, Chennai – 600083",Tamil Nadu,78,210.35,listed_in_2026-02-04_register; current_activity_not_assessed
735,TN038,C.S.I. Balar Gnana,"C.S.I. Balar Gnana, | Illam Hasthampatty, Salem – 636007",Tamil Nadu,78,303.95,listed_in_2026-02-04_register; current_activity_not_assessed
736,TN042,CSI College of Education,"CSI College of Education, CSI Institutional Campus, | Pasumalai, Madurai – 625004, Tamilnadu, India",Tamil Nadu,78,355.19,listed_in_2026-02-04_register; current_activity_not_assessed
737,TN043,Kalaslingam University (Kalaslingam Academy of Research & Education),"Kalaslingam University (Kalaslingam Academy of | Research & Education), Anand Nagar, Krishnakoli – | 626126, Srivilliputhur(Via), Virudhunagar, Tamilnadu /",Tamil Nadu,78,399.71,listed_in_2026-02-04_register; current_activity_not_assessed
738,TN044,The Spastic Society of Tiruchirapalli No 5 Revival Nagar Ramalinga Nagar South Extension Vayalur Road Tiruchirapalli Tamil Nadu,The Spastic Society of Tiruchirapalli | No 5 Revival Nagar Ramalinga Nagar South | Extension Vayalur Road Tiruchirapalli Tamil Nadu,Tamil Nadu,78,460.43,listed_in_2026-02-04_register; current_activity_not_assessed
739,TN045,Alagappa University,"Alagappa University, | Alagappapuram, | Karaikudi – 630003 Tamilnadu",Tamil Nadu,78,511.67,listed_in_2026-02-04_register; current_activity_not_assessed
740,TN046,Department of Education,"Department of Education, | Mother Teresa Woman’s University, Kodaikanal Dindigul | District, Tamilnadu – 624101",Tamil Nadu,78,614.15,listed_in_2026-02-04_register; current_activity_not_assessed
741,TN047,Paul institute of Special Teacher Training Athiyanthal Village perumbakkam Road,"Paul institute of Special Teacher Training Athiyanthal | Village perumbakkam Road, Tiruvannamalai, Tamilnadu – | 606603",Tamil Nadu,78,729.71,listed_in_2026-02-04_register; current_activity_not_assessed
742,TN048,Ishwar Institute of Prosthetics & Orthotics,"Ishwar Institute of Prosthetics & Orthotics, AA 23, 3rd Street, | 3rd Main Road, Anna Nagar",Tamil Nadu,78,789.83,listed_in_2026-02-04_register; current_activity_not_assessed
743,TN049,Madhuram Narayanan Centre for Exceptional Children,"Madhuram Narayanan Centre for Exceptional Children, | No. 18, Prakasham Street, T. Nagar, Chennai – 600017 /",Tamil Nadu,79,114.71,listed_in_2026-02-04_register; current_activity_not_assessed
744,TN050,Amar Seva Sangam,"Amar Seva Sangam, Sulochana Gardens, | 7-4-104B Tenkasi Road, Ayikudy – 627852 Tirunelveli Dist. | Tamilnadu",Tamil Nadu,79,165.95,listed_in_2026-02-04_register; current_activity_not_assessed
745,TN052,Madras Medical College/Government General Hospital,"Madras Medical College/Government General Hospital, | E.V.R. Periayr Salai, Chennai – 600003 Tamilnadu /",Tamil Nadu,79,236.99,listed_in_2026-02-04_register; current_activity_not_assessed
