institute_code,prior_label,final_label,source_page,change_reason
TL021,Balavikas Education Society for the Disabled Children,Balavikas Education Society for the Disabled Children,83,normalized label matched source text
TL022,Holy faith College Of Special Education (D.ED-Deaf & Hard Of Hearing),Holy faith College Of Special Education (D.ED-Deaf & Hard Of Hearing),83,normalized label matched source text
TL023,Maa Institute of Speech & Hearing,Maa Institute of Speech & Hearing,83,normalized label matched source text
TL024,Sahara Institute for Rehabiltiation & Developmental Studies (IRRS) #12-86 Mig-42,Sahara Institute for Rehabiltiation & Developmental Studies (IRRS) #12-86 Mig-42,83,normalized label matched source text
TL025,Telangana College of Special Education (ID) Santosh Nagar,Telangana College of Special Education (ID) Santosh Nagar,83,normalized label matched source text
TL026,Deaf Enabled Foundation 2nd Floor 204 Navketan Campus S.D. Road,Deaf Enabled Foundation 2nd Floor 204 Navketan Campus S.D. Road,83,normalized label matched source text
TR002,The Institute of Chartered Financial Analyst of India (ICFAI) University,The Institute of Chartered Financial Analyst of India (ICFAI) University,83,normalized label matched source text
TR004,Composite Regional Centre for Skills Development,Composite Regional Centre for Skills Development,83,normalized label matched source text
UP001,JIMARS (Jyoti Institute of Medical & Rehabilitation Sciences) (Formerly known as Viklang Kendra) (Run by: Rotary Sponsored Crippled and Youth Welfare Society) Opposite Bharadwaj Ashram,JIMARS (Jyoti Institute of Medical & Rehabilitation Sciences) (Formerly known as Viklang Kendra) (Run by: Rotary Sponsored Crippled and Youth Welfare Society) Opposite Bharadwaj Ashram,83,normalized label matched source text
UP002,U.P. Institute for the Hearing Handicapped,U.P. Institute for the Hearing Handicapped,83,normalized label matched source text
UP004,Chetna (A Society of the Welfare of Handicapped),Chetna (A Society of the Welfare of Handicapped),84,normalized label matched source text
UP005,Training College for Teachers of the Deaf,Training College for Teachers of the Deaf,84,normalized label matched source text
UP007,Nav Vani School for the Deaf,Nav Vani School for the Deaf,84,normalized label matched source text
UP008,Training Centre for the Teachers of the Visually handicapped,Training Centre for the Teachers of the Visually handicapped,84,normalized label matched source text
UP010,Banaras Hindu University,Banaras Hindu University,84,normalized label matched source text
UP011,Integrated Institute for the Disabled,Integrated Institute for the Disabled,84,normalized label matched source text
UP014,Israji Devi Shikshan Sansthan’s Raj Shikshak Prashikshan Kendra,Israji Devi Shikshan Sansthan’s Raj Shikshak Prashikshan Kendra,84,normalized label matched source text
UP015,Jagadguru Rambhadracharya Divyang University,Jagadguru Rambhadracharya Divyang University,85,normalized label matched source text
UP017,Amity Institute of Behavioural (Health) & Allied Sciences (AIBHAS),Amity Institute of Behavioural (Health) & Allied Sciences (AIBHAS),85,normalized label matched source text
UP018,Institute of Mental Health and Hospital,Institute of Mental Health and Hospital,85,normalized label matched source text
UP019,Composite Regional Rehabilitation Centre for Persons with Disability (Min. of S.J. & E. Govt. of India) Mohaan Road,Composite Regional Rehabilitation Centre for Persons with Disability (Min. of S.J. & E. Govt. of India) Mohaan Road,85,normalized label matched source text
UP020,Mata Kalawati College of Special Education,Mata Kalawati College of Special Education,85,normalized label matched source text
UP023,Rachna Vishesh Vdyalaya (A Unit of Integrated Institute for the Disabled),Rachna Vishesh Vdyalaya (A Unit of Integrated Institute for the Disabled),85,normalized label matched source text
UP024,SAMMAN (Branch of Integrated Institute for the Disabled),SAMMAN (Branch of Integrated Institute for the Disabled),86,normalized label matched source text
UP025,Shubhasheesh Shiksha Evam Vikas Sewa Sansthan,Shubhasheesh Shiksha Evam Vikas Sewa Sansthan,86,normalized label matched source text
UP027,Gramodyog Seva Sansthan,Gramodyog Seva Sansthan,86,normalized label matched source text
UP031,Maa Baliraji Sewa Sanstha,Maa Baliraji Sewa Sanstha,86,normalized label matched source text
UP032,Institute of Rehabilitation,Institute of Rehabilitation,86,normalized label matched source text
UP033,Jeevan Jyoti Institute for the Disabled (Jeevan Jyoti School for the Blind) Aktha,Jeevan Jyoti Institute for the Disabled (Jeevan Jyoti School for the Blind) Aktha,87,normalized label matched source text
UP034,Meerut Institute of Special Education (MISE) P.S. - 2 ‘H’ Pocket,Meerut Institute of Special Education (MISE) P.S. - 2 ‘H’ Pocket,87,normalized label matched source text
UP035,Nehru Gram Bharati,Nehru Gram Bharati,87,normalized label matched source text
UP036,Satyanand Vaani Training College for “Teachers of the Deaf” P-1,Satyanand Vaani Training College for “Teachers of the Deaf” P-1,87,normalized label matched source text
UP037,Lt. Sh. Jagat Narayan Training College for Mentally Handicapped,Lt. Sh. Jagat Narayan Training College for Mentally Handicapped,87,normalized label matched source text
UP038,"CBSM, Rae Bareli Speech & Hearing Institute","CBSM, Rae Bareli Speech & Hearing Institute",88,normalized label matched source text
UP039,Gyanodaya Samekit Sanshan,Gyanodaya Samekit Sanshan,88,normalized label matched source text
UP040,Dr. Shakuntala Misra National Rehabilitation University (D.S.M.N.R.U.),Dr. Shakuntala Misra National Rehabilitation University (D.S.M.N.R.U.),88,normalized label matched source text
UP041,Pramila Katiyar Special Education Institute,Pramila Katiyar Special Education Institute,89,normalized label matched source text
UP042,Vasudha Kalyani Special Education Institute,Vasudha Kalyani Special Education Institute,89,normalized label matched source text
UP043,"Kiran Society, Kiran Village - Modhopur Post","Kiran Society, Kiran Village - Modhopur Post",90,normalized label matched source text
UP044,1st Rehabilitation Society of the Visually Impaired,Rehabilitation Society of the Visually Impaired,90,corrected from source name/address column
UP046,Chhatrapati Shahujee Maharaj Medical University (Erstwhile King George’s Medical College),Chhatrapati Shahujee Maharaj Medical University (Erstwhile King George’s Medical College),90,normalized label matched source text
UP047,PYSSUM Research & Training Centre,PYSSUM Research & Training Centre,90,normalized label matched source text
UP048,Navada Gram Udyog Vikas Samiti’s Ali Mobeen Memorial Institute for Handicapped,Navada Gram Udyog Vikas Samiti’s Ali Mobeen Memorial Institute for Handicapped,90,normalized label matched source text
UP049,Kalyanam Karoti,Kalyanam Karoti,90,normalized label matched source text
UP050,Vishal Institute of Rehabilitation Sciences,Vishal Institute of Rehabilitation Sciences,90,normalized label matched source text
UP051,Maharishi Dayanand Rehabilitation Institute,Maharishi Dayanand Rehabilitation Institute,90,normalized label matched source text
UP052,Pawahari Smriti Parishad,Pawahari Smriti Parishad,91,normalized label matched source text
UP053,King George’s Medical university,King George’s Medical university,91,normalized label matched source text
UP054,Gautam Buddha University,Gautam Buddha University,91,normalized label matched source text
UP055,K.S. Memorial College for Research & Rehabilitaiton,K.S. Memorial College for Research & Rehabilitaiton,91,normalized label matched source text
UP056,Balram Mahavidyalaya,Balram Mahavidyalaya,91,normalized label matched source text
UP057,Gyanvati Memorial Shikshan Sansthan (Charitable Trust),Gyanvati Memorial Shikshan Sansthan (Charitable Trust),91,normalized label matched source text
UP058,Handicapped Development Council,Handicapped Development Council,91,normalized label matched source text
UP059,Sri Mahadew Jee Ram Adhar Biklang Shikshan Prashikshan Kendra,Sri Mahadew Jee Ram Adhar Biklang Shikshan Prashikshan Kendra,91,normalized label matched source text
UP061,Amar Jyoti Institute of Special Education,Amar Jyoti Institute of Special Education,92,normalized label matched source text
UP062,Amity University,Amity University,92,normalized label matched source text
UP063,K.S MEMORIAL COLLEGE FOR RESEARCH & REHABILITATION,K.S MEMORIAL COLLEGE FOR RESEARCH & REHABILITATION,92,normalized label matched source text
UP064,"SANKALP, Opposite Govt Hospital","SANKALP, Opposite Govt Hospital",92,normalized label matched source text
UP065,Sarrthi Institute of Developmental Studies,Sarrthi Institute of Developmental Studies,92,normalized label matched source text
UP066,Usha Charitable Trust,Usha Charitable Trust,92,normalized label matched source text
UP067,Yuva Viklang Evam Dristibadhitarth Kalyan Sewa Sansthan,Yuva Viklang Evam Dristibadhitarth Kalyan Sewa Sansthan,92,normalized label matched source text
UP068,Rajesh Tiwari Punarvas Kendra Evam Sansthan (Unit of Purvanchal Khadi Gramoudyog Vikas Samiti) Training Center- Near Kedarnath Saraswati Shishu Mandir,Rajesh Tiwari Punarvas Kendra Evam Sansthan (Unit of Purvanchal Khadi Gramoudyog Vikas Samiti) Training Center- Near Kedarnath Saraswati Shishu Mandir,92,normalized label matched source text
UP070,Amar Jyoti Sansthan,Amar Jyoti Sansthan,92,normalized label matched source text
UP071,Jay Nand Special Teachers’ Training Institute,Jay Nand Special Teachers’ Training Institute,93,normalized label matched source text
UP072,Sarveshwari Shikshan Sansthan,Sarveshwari Shikshan Sansthan,93,normalized label matched source text
UP073,National Institute for the Empowerment of Persons with Intellectual Disabilities (Divyangjan) (NIEPID) Northern Regional Centre,National Institute for the Empowerment of Persons with Intellectual Disabilities (Divyangjan) (NIEPID) Northern Regional Centre,93,normalized label matched source text
UP074,Ali Yavar Jung National Institute of Speech and Hearing Disabilities (Divyangjan) Regional Centre,Ali Yavar Jung National Institute of Speech and Hearing Disabilities (Divyangjan) Regional Centre,93,normalized label matched source text
UP076,Nai Subah (Institute of Mental Health & Behavioural Sciences) Khanav,Nai Subah (Institute of Mental Health & Behavioural Sciences) Khanav,93,normalized label matched source text
UP075,Akanksha Institute Of Rehabilitation,Akanksha Institute Of Rehabilitation,93,normalized label matched source text
UP077,Vijay Singh Pal Balika Degree College,Vijay Singh Pal Balika Degree College,93,normalized label matched source text
UP078,Central Public School,Central Public School,94,normalized label matched source text
UP079,Society for Institute Of Psychological Research And Health,Society for Institute Of Psychological Research And Health,94,normalized label matched source text
UP082,T.S. Misra Medical College And Hospital A Unit Of Vedic And Futuristic Edutech,T.S. Misra Medical College And Hospital A Unit Of Vedic And Futuristic Edutech,94,normalized label matched source text
UP083,Hind Mahavidyalaya Murarpur,Hind Mahavidyalaya Murarpur,94,normalized label matched source text
UP084,Anchal Foundation,Anchal Foundation,94,normalized label matched source text
UP085,Saurabh Shobhit Shikshan Prashikshan Kendra,Saurabh Shobhit Shikshan Prashikshan Kendra,94,normalized label matched source text
UP087,Madan Gopal Training Institute for Special Education,Madan Gopal Training Institute for Special Education,94,normalized label matched source text
UP088,College Of Higher Studies,College Of Higher Studies,94,normalized label matched source text
UP089,Institute of Rehabilitation and Allied Studies,Institute of Rehabilitation and Allied Studies,95,normalized label matched source text
UP091,Smt. Fulehra Vishisht B.T.C. Prashikshan Kendra,Smt. Fulehra Vishisht B.T.C. Prashikshan Kendra,95,normalized label matched source text
UP090,Baba Sunder Singh Shiksha Samiti,Baba Sunder Singh Shiksha Samiti,95,normalized label matched source text
UP093,Medha Special Teacher Training Institution,Medha Special Teacher Training Institution,95,normalized label matched source text
UP094,Sanskriti University,Sanskriti University,95,normalized label matched source text
UP095,Prayag College of Special Education 117/731 W2,Prayag College of Special Education 117/731 W2,95,normalized label matched source text
UP096,Shri Dayal Janhit Shikshan Sansthan,Shri Dayal Janhit Shikshan Sansthan,95,normalized label matched source text
UP097,Patel Shiksha Samiti Village - Terwa Gausganj,Patel Shiksha Samiti Village - Terwa Gausganj,96,normalized label matched source text
UP099,Sarva Seva Sansthan Village-Navaratanpur,Sarva Seva Sansthan Village-Navaratanpur,96,normalized label matched source text
UP100,Panna Lal Memorial Institute For Handicapped,Panna Lal Memorial Institute For Handicapped,96,normalized label matched source text
UP101,Prakash Kiran Educational Institution Saiyyad Sarawan,Prakash Kiran Educational Institution Saiyyad Sarawan,96,normalized label matched source text
UP102,Happiness Teachers Training Institute Mandi Chauraha Rukmani Vihar,Happiness Teachers Training Institute Mandi Chauraha Rukmani Vihar,96,normalized label matched source text
UP103,Premlata Jan Kalyan Trust Special Education,Premlata Jan Kalyan Trust Special Education,96,normalized label matched source text
UP104,Chandan Memorial Awasi Viklang Vidyalaya Tera Mill Chauraha,Chandan Memorial Awasi Viklang Vidyalaya Tera Mill Chauraha,96,normalized label matched source text
UP105,Indra Pal Singh Memorial Rehabilitation Institute 442/682 Near Atul School,Indra Pal Singh Memorial Rehabilitation Institute 442/682 Near Atul School,96,normalized label matched source text
UP106,Srijan Vishesh Shikshak Prashikshan Sansthan Village - Khalilabad,Srijan Vishesh Shikshak Prashikshan Sansthan Village - Khalilabad,96,normalized label matched source text
UP107,Srijan Vishesh Shikshak Prashikshan Sansthan Anand Nagar,Srijan Vishesh Shikshak Prashikshan Sansthan Anand Nagar,97,normalized label matched source text
UP108,ITM Institute Of Higher Education,ITM Institute Of Higher Education,97,normalized label matched source text
UP109,Shanti Niketan Special School 30A,Shanti Niketan Special School 30A,97,normalized label matched source text
UP110,Raj Kishori Devi Sikshan Prasikshan Sewa Sansthan Vill- Babhnaouli Post- Garwar Dist- Ballia,Raj Kishori Devi Sikshan Prasikshan Sewa Sansthan Vill- Babhnaouli Post- Garwar Dist- Ballia,97,normalized label matched source text
UP111,Chaudhary Charan Singh Institute Of Special Education Chaprauli Road Baraut District - Baghpat,Chaudhary Charan Singh Institute Of Special Education Chaprauli Road Baraut District - Baghpat,97,normalized label matched source text
UP112,Amity University Amity Institute of Rehabilitation Sciences,Amity University Amity Institute of Rehabilitation Sciences,97,normalized label matched source text
UP113,Liladhar Siksha Prsaran Samiti Village - Palchandrhan post - Tari Bara Gaon,Liladhar Siksha Prsaran Samiti Village - Palchandrhan post - Tari Bara Gaon,97,normalized label matched source text
UP114,Siddarth Degree College,Siddarth Degree College,98,normalized label matched source text
UP115,Krishna Jan Kalyan Sikshan Sansthan,Krishna Jan Kalyan Sikshan Sansthan,98,normalized label matched source text
UP116,LRS World College,LRS World College,98,normalized label matched source text
UP117,Parivartan Institute for Differently Abled Vill & Post Bachchhanv,Parivartan Institute for Differently Abled Vill & Post Bachchhanv,98,normalized label matched source text
UP118,Chandrdeep Singh Smark Mahavidyalaya Raghopur Rasra Ballia Vill-Raghopur,Chandrdeep Singh Smark Mahavidyalaya Raghopur Rasra Ballia Vill-Raghopur,98,normalized label matched source text
UP119,Swaraj College of Education,Swaraj College of Education,98,normalized label matched source text
UP120,Bimla International Public School,Bimla International Public School,98,normalized label matched source text
UP121,Cross Belly Rehabilitation Sansthan,Cross Belly Rehabilitation Sansthan,98,normalized label matched source text
UP122,Kamkus College of Special Education (Bhagirathi Seva Sansthan),Kamkus College of Special Education (Bhagirathi Seva Sansthan),98,normalized label matched source text
UP123,VINDA Pal Ugrasen Pal Institute for Special Education,VINDA Pal Ugrasen Pal Institute for Special Education,98,normalized label matched source text
UP124,Bharat Mata Samajotthan Samiti,Bharat Mata Samajotthan Samiti,98,normalized label matched source text
UP125,Shri Bajrangi Singh Shiksha Samiti,Shri Bajrangi Singh Shiksha Samiti,98,normalized label matched source text
UP126,M. L. Academy College of Special Education,M. L. Academy College of Special Education,99,normalized label matched source text
UP127,Ramsanehi School of Special Education Vill & Post - Kajha Khurd,Ramsanehi School of Special Education Vill & Post - Kajha Khurd,99,normalized label matched source text
UP128,Krishna Kant School of Special Education,Krishna Kant School of Special Education,99,normalized label matched source text
UP129,Sanskaar Special School Jayantipur,Sanskaar Special School Jayantipur,99,normalized label matched source text
UP130,Suveera Institute for Rehabilitation and Disabilities 102 / 83A,Suveera Institute for Rehabilitation and Disabilities 102 / 83A,99,normalized label matched source text
UP131,Mahant Digvijanath School for Special Education,Mahant Digvijanath School for Special Education,99,normalized label matched source text
UP132,Jai Maa Saraswati Sewa Sansthan,Jai Maa Saraswati Sewa Sansthan,99,normalized label matched source text
UP133,Shree Kailash Disability and Rehabilitation Society,Shree Kailash Disability and Rehabilitation Society,99,normalized label matched source text
UP134,Lucknow College of Rehabilitation Studies,Lucknow College of Rehabilitation Studies,99,normalized label matched source text
UP135,Late Prem Narayan Krishna Tripathi Smarak Siksha Evam Gramin Vikas Samiti,Late Prem Narayan Krishna Tripathi Smarak Siksha Evam Gramin Vikas Samiti,99,normalized label matched source text
UP136,AID CANCER and Tuberculosis Society Makhdoompur Kaithi,AID CANCER and Tuberculosis Society Makhdoompur Kaithi,99,normalized label matched source text
UP137,Smt. Shubhraji Devi Degree College Tiwaripur,Smt. Shubhraji Devi Degree College Tiwaripur,99,normalized label matched source text
UP139,Sarrthi Institute of Developmental Studies,Sarrthi Institute of Developmental Studies,99,normalized label matched source text
UP140,Ramlali Patel Shaikshik Vikas Sansthan,Ramlali Patel Shaikshik Vikas Sansthan,100,normalized label matched source text
UP141,Amar Jyoti Sansthan,Amar Jyoti Sansthan,100,normalized label matched source text
UP142,Shree Chandra Bhan Singh Degree college Village- Chandpur,Shree Chandra Bhan Singh Degree college Village- Chandpur,100,normalized label matched source text
UP143,Integrated Institute of Rehab. for the Disabled (Viklang Punarwas Sansthan),Integrated Institute of Rehab. for the Disabled (Viklang Punarwas Sansthan),100,normalized label matched source text
UP144,Purvanchal Shiksha Samiti,Purvanchal Shiksha Samiti,100,normalized label matched source text
UP145,Gopinath P.G. College,Gopinath P.G. College,100,normalized label matched source text
UP146,Sri Maruti College of Research and Rehabiitation,Sri Maruti College of Research and Rehabiitation,100,normalized label matched source text
UP147,Maa Bhawani Mahila Mahavidyalaya,Maa Bhawani Mahila Mahavidyalaya,100,normalized label matched source text
UP148,Samarpan Badhir Vidyalaya,Samarpan Badhir Vidyalaya,100,normalized label matched source text
UP149,Bhartiya Chauhan Samiti,Bhartiya Chauhan Samiti,100,normalized label matched source text
UP150,Janka Devi Institute,Janka Devi Institute,100,normalized label matched source text
UP151,Gaya Prasad Educational Trust,Gaya Prasad Educational Trust,100,normalized label matched source text
UP152,Jainath Memorial Rehabilitation Sansthan Harairampur,Jainath Memorial Rehabilitation Sansthan Harairampur,100,normalized label matched source text
UP153,Ram Murat Smarak Shikshan Seva Sameeti Vill - Basirhan,Ram Murat Smarak Shikshan Seva Sameeti Vill - Basirhan,101,normalized label matched source text
UP154,Shree Mahavir College of Education Vill- Rajpur Kotla,Shree Mahavir College of Education Vill- Rajpur Kotla,101,normalized label matched source text
UP155,Kaushik Mahavidyalaya Vill- Surwat,Kaushik Mahavidyalaya Vill- Surwat,101,normalized label matched source text
UP156,National Association for the Blind,National Association for the Blind,101,normalized label matched source text
UP157,Shanti Niketan College of Business Management and Computer Science,Shanti Niketan College of Business Management and Computer Science,101,normalized label matched source text
UP158,Chandan Memorial Viklang Vikas Samitee Deep Special Teachers Training Centre,Chandan Memorial Viklang Vikas Samitee Deep Special Teachers Training Centre,101,normalized label matched source text
UP159,Prema Institute for Special Education,Prema Institute for Special Education,101,normalized label matched source text
UP160,Shree Mahavir College Vill- Chittrai,Shree Mahavir College Vill- Chittrai,101,normalized label matched source text
UP161,Balwanti Devi Rehabilitaition Institute Satheri Bitawdha,Balwanti Devi Rehabilitaition Institute Satheri Bitawdha,101,normalized label matched source text
UP162,Gyanodaya Samekit Sansthan (Branch Ambedkar Nagar) Alipur,Gyanodaya Samekit Sansthan (Branch Ambedkar Nagar) Alipur,101,normalized label matched source text
UP163,Maa Yashoda Memorial Shikshak Prashikshan Sansthan,Maa Yashoda Memorial Shikshak Prashikshan Sansthan,101,normalized label matched source text
UP164,Samarpan Institute of Nursing & Paramedical (Run By Akshay Sewa Sansthan),Samarpan Institute of Nursing & Paramedical (Run By Akshay Sewa Sansthan),101,normalized label matched source text
UP165,Shri Krishna Shikshan Prashikshan Sansthan,Shri Krishna Shikshan Prashikshan Sansthan,101,normalized label matched source text
UP166,Medha Vishesh Shikshan Prakshikshan Sansthan,Medha Vishesh Shikshan Prakshikshan Sansthan,101,normalized label matched source text
UP167,Vageshwari Shikshan Sansthan Mahavidyalaya Mayil Dist- Deoria,Vageshwari Shikshan Sansthan Mahavidyalaya Mayil Dist- Deoria,102,normalized label matched source text
UP169,Harshit Foundation 6KM,Harshit Foundation 6KM,102,normalized label matched source text
UP170,Jeevandhara Rehabilitation Research Institute,Jeevandhara Rehabilitation Research Institute,102,normalized label matched source text
UP171,Ram Lali Smarak Vikas Sansthan,Ram Lali Smarak Vikas Sansthan,102,normalized label matched source text
UP172,Divya College of Special Education,Divya College of Special Education,102,normalized label matched source text
UP173,Rajkumari Shikshan Awam Prashikshan Kendra,Rajkumari Shikshan Awam Prashikshan Kendra,102,normalized label matched source text
UP174,Shri Durga Ji Hospital Seva Sansthan,Shri Durga Ji Hospital Seva Sansthan,102,normalized label matched source text
UP175,Army Institute of Education,Army Institute of Education,102,normalized label matched source text
UP176,Dr. RPS Institute of Education Village-Nahil Nagariya,Dr. RPS Institute of Education Village-Nahil Nagariya,102,normalized label matched source text
UP177,Composite Regional Centre for skill Development,Composite Regional Centre for skill Development,102,normalized label matched source text
UP178,Maharishi Dayanand Rehabilitation Institute,Maharishi Dayanand Rehabilitation Institute,102,normalized label matched source text
UP179,Adarsh Sewa Samiti,Adarsh Sewa Samiti,102,normalized label matched source text
UP180,J.M.C. Institute of Divyangjan (J.M.C. Degree College) 166 Civil Lines,J.M.C. Institute of Divyangjan (J.M.C. Degree College) 166 Civil Lines,102,normalized label matched source text
UP181,Parvarish School,Parvarish School,102,normalized label matched source text
UP182,Mansoori Academy,Mansoori Academy,102,normalized label matched source text
UP183,Mamata Shiksha Samiti Radhika Vihar,Mamata Shiksha Samiti Radhika Vihar,103,normalized label matched source text
UP184,Maa Ganga Devi Divyang Seva Sansthan,Maa Ganga Devi Divyang Seva Sansthan,103,normalized label matched source text
UP185,Vaishishtyam Teacher’s Training Institute,Vaishishtyam Teacher’s Training Institute,103,normalized label matched source text
UP186,Divyang Kalyanam Institute for Rehabilitation,Divyang Kalyanam Institute for Rehabilitation,103,normalized label matched source text
UP187,Divya Chetna Educational Institute,Divya Chetna Educational Institute,103,normalized label matched source text
UP188,Agra Deaf Education Foundation Naglra Kans Wala Road,Agra Deaf Education Foundation Naglra Kans Wala Road,103,normalized label matched source text
UP189,Kanav Institute of Education,Kanav Institute of Education,103,normalized label matched source text
UP190,Indu Institute of Education Mustafabad Road,Indu Institute of Education Mustafabad Road,103,normalized label matched source text
UP191,Kamla Prashikshan Sansthan (Run by Gyan shiksha Samiti,Kamla Prashikshan Sansthan (Run by Gyan shiksha Samiti,103,normalized label matched source text
UP192,Riya International College,Riya International College,103,normalized label matched source text
UP193,Samarpan Sansthan 7-V Shastri Nagar,Samarpan Sansthan 7-V Shastri Nagar,103,normalized label matched source text
UP194,Bajrang Shiksha Samiti Vill & Post Gaddopur Bilariyaganj,Bajrang Shiksha Samiti Vill & Post Gaddopur Bilariyaganj,103,normalized label matched source text
UP195,Society for Institute of Pscyhological Research and Health Bhawalpur Wasil,Society for Institute of Pscyhological Research and Health Bhawalpur Wasil,103,normalized label matched source text
UP196,C.B.S.M. Pratapgarh-shukulpur,C.B.S.M. Pratapgarh-shukulpur,103,normalized label matched source text
UP197,Samarth Foundation Ghusiya Gopiganj,Samarth Foundation Ghusiya Gopiganj,104,normalized label matched source text
UP198,Maharshi Baba Gulu Das Ganga Sagar Shikshan Prashikshan Sewa Shanstan,Maharshi Baba Gulu Das Ganga Sagar Shikshan Prashikshan Sewa Shanstan,104,normalized label matched source text
UP199,S.B.M. Teacher Training & Rehab. Centre Delhi- Saharanpur road,S.B.M. Teacher Training & Rehab. Centre Delhi- Saharanpur road,104,normalized label matched source text
UP200,Swami Omanand Sarasvati Special Education and Training Institute,Swami Omanand Sarasvati Special Education and Training Institute,104,normalized label matched source text
UP201,Akhil Bhartiya Institute of Rehabilitation Bharatpur Road,Akhil Bhartiya Institute of Rehabilitation Bharatpur Road,104,normalized label matched source text
UP202,Baba Gilasu Smarak shikshan Sewa Sanstha Bhandari Nagara,Baba Gilasu Smarak shikshan Sewa Sanstha Bhandari Nagara,104,normalized label matched source text
UP203,Babu Vishnu Pratap Singh Smarak Mahavidyalaya Babhanauli Barwa Bazar,Babu Vishnu Pratap Singh Smarak Mahavidyalaya Babhanauli Barwa Bazar,104,normalized label matched source text
UP204,Sarvangeen Netraheen Evam Viklang Kalyan Samiti C/o Kishan Sharma,Sarvangeen Netraheen Evam Viklang Kalyan Samiti C/o Kishan Sharma,104,normalized label matched source text
UP205,Sampata Parents and Guardians Association of Mentally Challenged Persons Plot No. 777 & 781,Sampata Parents and Guardians Association of Mentally Challenged Persons Plot No. 777 & 781,104,normalized label matched source text
UP206,Disha College of Special Education Near Gurunanak Dharmshala,Disha College of Special Education Near Gurunanak Dharmshala,104,normalized label matched source text
UP207,Shishu Evam Mahila Kalyan Prashikshan Sansthan,Shishu Evam Mahila Kalyan Prashikshan Sansthan,104,normalized label matched source text
UP208,Shivanand Anand Madhav Mahavidhyalaya,Shivanand Anand Madhav Mahavidhyalaya,104,normalized label matched source text
UP209,Shri Vikrama Chaubey S.M. Rehab Vidyalaya Vill-Deva,Shri Vikrama Chaubey S.M. Rehab Vidyalaya Vill-Deva,104,normalized label matched source text
UP210,Paras Muni Shiksha Awam Samaj Seva Sansthan Trust Vill- Rakauli,Paras Muni Shiksha Awam Samaj Seva Sansthan Trust Vill- Rakauli,104,normalized label matched source text
UP211,Shri Ram Lakhan Lal College of special Education Sh i h B S t K bi N Utt P d h 272162,Shri Ram Lakhan Lal College of special Education,104,corrected from source name/address column
UP212,Om Maa Aadi Shakti Rehab Institute of Education Village - Dewa,Om Maa Aadi Shakti Rehab Institute of Education Village - Dewa,105,normalized label matched source text
UP213,Maa Asharfi Shikshan Seva Samiti Village - Jafarpur,Maa Asharfi Shikshan Seva Samiti Village - Jafarpur,105,normalized label matched source text
UP214,Umang Foundation House No. 51,Umang Foundation House No. 51,105,normalized label matched source text
UP215,Dr. Ram Murti Prasad Mishra Training Institute ( Run by Dr. Ram Murti Prasad Mishra Gita Foundation) Vill - Harehu,Dr. Ram Murti Prasad Mishra Training Institute ( Run by Dr. Ram Murti Prasad Mishra Gita Foundation) Vill - Harehu,105,normalized label matched source text
UP216,Aanchal Foundation House No. 1103,Aanchal Foundation House No. 1103,105,normalized label matched source text
UP217,Maa Gomti Kalyan Seva Samiti,Maa Gomti Kalyan Seva Samiti,105,normalized label matched source text
UP218,Om Shikshan Seva Sansthan,Om Shikshan Seva Sansthan,105,normalized label matched source text
UP219,Sushil Vishesh Shikshan Sansthan (Run by Adarsh Aacharya Kulam Trust) Vill & Post-Kajha Khurd,Sushil Vishesh Shikshan Sansthan (Run by Adarsh Aacharya Kulam Trust) Vill & Post-Kajha Khurd,105,normalized label matched source text
UP220,Shri Rajroop Memorial Foundation Evam Educational Trust,Shri Rajroop Memorial Foundation Evam Educational Trust,105,normalized label matched source text
UP221,Dr. S. R. Sharma Institute of Rehabilitation and Research Aegis of Adhunik Vidya Mandir Avm Junior High School Samiti 83-shyam Nagar Etawah,Dr. S. R. Sharma Institute of Rehabilitation and Research Aegis of Adhunik Vidya Mandir Avm Junior High School Samiti 83-shyam Nagar Etawah,105,normalized label matched source text
UP222,Anuragi Devi Mahavidyalay Vill- Bahuas,Anuragi Devi Mahavidyalay Vill- Bahuas,105,normalized label matched source text
UP223,Shri Baijnath Girls Institute of Education and Management Aladadpur Post Trivediganj,Shri Baijnath Girls Institute of Education and Management Aladadpur Post Trivediganj,105,normalized label matched source text
UP224,Sri Sai Baba Teachers Training Institute of Special Education 692,Sri Sai Baba Teachers Training Institute of Special Education 692,105,normalized label matched source text
UP225,Swami Ramananad Rehab Shikshan Prashikshan S h,Swami Ramananad Rehab Shikshan Prashikshan Sansthan,105,corrected from source name/address column
UP226,Rainbow School for Special Education Nandganj,Rainbow School for Special Education Nandganj,106,normalized label matched source text
UP227,Swami Vivekanand Institute for Empowerment of Persons with Disabilities,Swami Vivekanand Institute for Empowerment of Persons with Disabilities,106,normalized label matched source text
UP228,Kaivalya Foundation,Kaivalya Foundation,106,normalized label matched source text
UP229,Tathya Rehabilitation Education Disabled Institute,Tathya Rehabilitation Education Disabled Institute,106,normalized label matched source text
UP230,Ayoush College of Special Education,Ayoush College of Special Education,106,normalized label matched source text
UP231,Children Choice Shikshan Sewa Samiti,Children Choice Shikshan Sewa Samiti,106,normalized label matched source text
UP232,Shiv Shankar Audhyogik Shikshan Prashikshan Sansthan,Shiv Shankar Audhyogik Shikshan Prashikshan Sansthan,106,normalized label matched source text
